"id","nombre_urg","num","claves_presupuestales","objeto_contratacion_proyectado","tipo_de_contratacion","partida_presupuestal_especifica","clave_cabms","valor_estimado_contratacion","contratacion_a_mipymes","procedimiento_contratacion_proyectado","fecha_estimada_procedimiento_contratacion","fecha_estimada_inicio_vigencia_contrato","fecha_estimada_fin_contrato","etiqueta_procedimiento"
115580,"ALCALDÍA CUAJIMALPA DE MORELOS","CDMX02CD05PAAAPS66","102CD05263001O00115O22036111183","DIFUSION POR RADIO TELEVISION Y OTROS MEDIOS","SERVICIO",3611,"3611000002--GASTOS DE DIFUSIÓN DE SERVICIOS Y CAMPAÑAS DE INFORMACIÓN","$9,999,999.97","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-06-2022","01-06-2022","31-12-2022","PROYECTO"
112296,"FONDO DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL","CDMX04P0DEPAAAPS6","104P0DE311030P02514122021411200","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$50,400.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
110675,"PROCURADURÍA AMBIENTAL Y DEL ORDENAMIENTO TERRITORIAL","CDMX06PDPAPAAAPS32","106PDPA124004P00215O22021411200; 106PDPA134001O00115O22021411200; 106PDPA216293E15415O22021411200","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$40,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
114255,"SECRETARÍA DE OBRAS Y SERVICIOS","CDMX07C001PAAAPS8","107C001221049K00615O12056312100A22NR0102","COMPRA DE FRESADORAS, MINICARGADOR Y PAVIMENTADOR","BIEN",5631,"5631000216--FRESADORA DE PAVIMENTO (CORTADORA)","$125,169,984.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-05-2022","01-06-2022","31-12-2022","PROYECTO"
114269,"SECRETARÍA DE DESARROLLO ECONÓMICO","CDMX04C001PAAAPS26","104C001311104M00111112034321200","SERVICIO DE ENSOBRETADO","SERVICIO",3432,"3432000002--GASTOS DE ENSOBRETADO","$10,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","30-11-2022","01-12-2022","31-12-2022","PROYECTO"
114261,"ALCALDÍA COYOACÁN","CDMX02CD04PAAAPS4","102CD04132058P04615O22033311100","CONTRATACIÓN DE SERVICIOS DE CONSULTORIAS ADMINISTRATIVAS, PROCESOS, TECNICA Y EN TECNOLOGÍAS DE LA INFORMACIÓN","SERVICIO",3331,"3331000008--SERVICIOS DE CONSULTORÍA ADMINISTRATIVA (ADMINISTRACIÓN GENERAL, FINANCIERA, ORGANIZACIONAL, RECURSOS HUMANOS), CIENTÍFICOS Y TÉCNICOS.","$9,177,951.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-02-2022","15-02-2022","01-12-2022","PROYECTO"
115307,"ALCALDÍA XOCHIMILCO","CDMX02CD16PAAAPS123","102CD16232001O00125P12035531100","REPARACIÓN, MANTENIMIENTO Y CONSERVACIÓN DE EQUIPO DE TRANSPORTE DESTINADOS A SERVIDORES PÚBLICOS Y SERVICIOS ADMINISTRATIVOS.","SERVICIO",3553,"3553000004--MANTENIMIENTO CORRECTIVO AL PARQUE VEHICULAR DESTINADO A SERVIDORES PUBLICOS Y SERVICIOS ADMINISTRATIVOS","$3,770,000.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","01-02-2022","31-12-2022","PROYECTO"
114256,"ALCALDÍA MIGUEL HIDALGO","CDMX02CD11PAAAPS147","102CD11356001O00115O22032911100; 102CD11171063E11815O22032911100; 102CD11132058P04615O22032911100","SERVICIOS LOGÍSTICOS","SERVICIO",3291,"3291000006--OTROS ARRENDAMIENTOS","$12,549,976.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114260,"INSTITUTO DE VIVIENDA","CDMX03PDIVPAAAPS64","103PDIV134001O00114122035911100","SERVICIO DE FUMIGACION EN EL INMUEBLE SEDE MESA DE TRAMITE Y ARCHIVOS DE CONCENTRACION","SERVICIO",3591,"3591000002--FUMIGACIÓN","$324,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114262,"INSTITUTO DE VERIFICACIÓN ADMINISTRATIVA","CDMX13PDVAPAAAPS33","113PDVA181096G01115O22025411200000000000; 113PDVA181096G01115O22021611200000000000","ADQUISICIÓN CONSOLIDADA  DE BIENES  COVID","BIEN","2161;2541;2721","2161000170--TOALLAS SANITIZANTES;2161000178--BOTE DE PLÁSTICO CON TAPA Y PEDAL (BOTE DE BASURA);2161000054--JABÓN (LÍQUIDO , PASTA);2161000126--GEL ANTIBACTERIAL PARA MANOS;2161000024--DESINFECTANTE;2541000578--GUANTES PARA EXPLORACIÓN  (LATEX);2541001664--LENTES TIPO GOGGLES PARA USO MÉDICO/LABORATORIO;2541001652--CUBREBOCA DE DOS CAPAS;2541001638--TERMÓMETRO INFRARROJO PARA USO MÉDICO;2541001656--CUBREBOCA DESECHABLE RESPIRADOR PURIFICADOR N95;2541001658--CUBREBOCA PROFESIONAL QUIRÚRGICO DE 3 CAPAS;2721000138--CUBREBOCAS DE TELA;2721000130--ESCUDO FACIAL","$170,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","19-01-2022","02-05-2022","31-12-2022","PROYECTO CONSOLIDADO COVID-19"
114272,"INSTITUTO DE VIVIENDA","CDMX03PDIVPAAAPS66","103PDIV134001O00114122038311100","SERVICIO INTEGRAL DE LOGISTICA","SERVICIO",3831,"3831000002--CONGRESOS Y CONVENCIONES","$19,000,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114266,"INSTITUTO DE VIVIENDA","CDMX03PDIVPAAAPS65","103PDIV134001O00114122037221100","PASAJES TERRESTRES AL INTERIOR DE LA CIUDAD DE MEXICO","SERVICIO",3722,"3722000002--PASAJES AL INTERIOR DEL DISTRITO FEDERAL","$450,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-02-2022","01-02-2022","31-12-2022","PROYECTO"
114259,"UNIVERSIDAD DE LA SALUD","CDMX36CD01PAAAPS23","136CD01253238E15315O22031311200","CONTRATACIÓN DE AGUA PURIFICADA PARA DIVERSAS  ÁREAS ADMINISTRATIVAS Y DOCENTES","SERVICIO",3131,"3131000002--AGUA POTABLE","$339,900.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114273,"UNIVERSIDAD DE LA SALUD","CDMX36CD01PAAAPS24","136CD01253238E15315O22031411200; 136CD01253238E15315O22031711200","CONTRATACIÓN CONSOLIDADA DE LOS SERVICIOS DE TELEFONÍA E INTERNET PARA EL PERIODO DEL 2021-2022 (CLUSTER 2))","SERVICIO","3141;3171","3141000008--SERVICIO TELEFÓNICO LOCAL;3171000004--SERVICIO DE INTERNET","$1,462,167.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
114263,"METROBÚS","CDMX10PDMBPAAAPS13","110PDMB356052E04214122034111100OPERATIVO","JUSTIPRECIACIÓN DEL PATIO L6","SERVICIO",3411,"3411000002--SERVICIOS  FINANCIEROS Y BANCARIOS","$500,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","01-02-2022","31-12-2022","PROYECTO"
114279,"SERVICIOS DE SALUD PÚBLICA","CDMX26PDSPPAAAPS42","126PDSP232064E06625P42031911200","CONTRATACIÓN DEL SERVICIO DE RADIOCOMUNICACIÓN DIGITAL MÓVIL CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",3191,"3191000002--ASIGNACIÓN DESTINADA AL PAGO DE TELEFONÍA CELULAR;3191000002--ASIGNACIÓN DESTINADA AL PAGO DE TELEFONÍA CELULAR","$50,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
114257,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS179","102CD07232001O00115O22051112100PAAAPS193","MUEBLES DE OFICINA Y ESTANTERIA","BIEN",5111,"5111000398--TABLÓN DE POLIPROPILENO PLEGABLE DE TIJERA","$10,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-04-2022","01-04-2022","31-12-2022","PROYECTO"
114268,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS180","102CD07232001O00115O22051512100PAAAPS194","EQUIPO DE CÓMPUTO Y DE TECNOLOGÍAS DE LA INFORMACIÓN","BIEN",5151,"5151000368--COMPUTADORA PERSONAL TIPO ALL IN ONE, NO TÁCTIL","$5,000,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-06-2022","01-07-2022","31-12-2022","PROYECTO"
114276,"UNIVERSIDAD DE LA SALUD","CDMX36CD01PAAAPS25","136CD01253238E15315O22031811100","CONTRATACIÓN DE SERVICIOS DE MENSAJERIA PARA LAS ÁREAS ADMINISTRATIVAS","SERVICIO",3181,"3181000002--SERVICIO POSTAL","$101,891.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114258,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS54","102CD14122104M00115O32022111100; 102CD14124004P00215OB2022111100","PRODUCTOS ALIMENTICIOS PARA PERSONAS","BIEN",2211,"2211000284--LECHA PASTEURIZADA;2211000006--ACEITE VEGETAL COMESTIBLE DE CÁRTAMO;2211000008--ACEITE VEGETAL COMESTIBLE DE OLIVA;2211000052--ATÚN PREPARADO Y/O ENLATADO;2211000044--ARROZ;2211000054--AVENA EN GRANO;2211000056--AZUCAR;2211000194--FRIJOL;2211000480--BOX LUNCH;2211000168--CREMA FRESCA;2211000426--TORTILLAS DE MAIZ;2211000424--TORTILLAS DE HARINA;2211000268--HUEVO;2211000032--ALIMENTACIÓN DE PERSONAS","$3,200,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-04-2022","01-04-2022","31-12-2022","PROYECTO"
114278,"MECANISMO DE PROTECCIÓN INTEGRAL DE PERSONAS DEFENSORAS DE DERECHOS HUMANOS Y PERIODISTAS","CDMX02PDDPPAAAPS21","102PDDP134001O00115O22037221100","PASAJES TERRESTRES AL INTERIOR DE LA CIUDAD DE MÉXICO.","SERVICIO",3722,"3722000002--PASAJES AL INTERIOR DEL DISTRITO FEDERAL","$5,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114274,"INSTITUTO DE LA JUVENTUD","CDMX08PDIJPAAAPS3","108PDIJ134001O00111112027311100","ARTICULOS DEPORTIVOS  (LA ADQUISICION DE INSUMOS DEPORTIVOS PARA DIFERENTES ACTIVIDADES SUSTANTIVAS)","BIEN",2731,,"$19,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","04-01-2022","04-01-2022","31-03-2022","PROYECTO REVOLVENTE"
115582,"AUTORIDAD DEL CENTRO HISTÓRICO","CDMX02OD04PAAAPS69","102OD04134001O00115O22025911130","ADQUISICIÓN DE OTROS PRODUCTOS QUÍMICOS PARA EL MANTENIMIENTO Y DEL EDIFICIO SEDE DE LA ACH( AGUARRAS)","BIEN",2591,"2591000002--AGUARRAS","$12,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-03-2022","01-04-2022","30-04-2022","PROYECTO"
115394,"ALCALDÍA XOCHIMILCO","CDMX02CD16PAAAPS125","102CD16232001O001111120298121000; 102CD16172002N001111120298121000; 102CD16221049E128111120298121000; 102CD16371030P047111120298121000; 102CD16321275S149111120298121000","REFACCIONES AUTOMOTRICES PARA VEHICULOS OFICIALES","BIEN",2981,"2981000074--HULE CORTO Y LARGO PARA PATÍN DE BARREDORA","$965,000.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","07-03-2022","29-03-2022","31-12-2022","PROYECTO"
114271,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS26","110PDRT356052E08815O12026111100","COMPRA DE DIÉSEL CONTRATOS CON EMPRESA DE LA INCIATIVA PRIVADA Y CONTRATOS CON PEMEX","BIEN",2611,"2611000002--ACEITE COMBUSTIBLE","$300,000,000.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-12-2021","01-01-2022","31-12-2022","PROYECTO"
115584,"INSTITUTO DE PLANEACIÓN DEMOCRÁTICA Y PROSPECTIVA DE LA CIUDAD DE MÉXICO","CDMX41PDIPPAAAPS14","141PDIP132297P05215O22021211100","ADQUSICIÓN DE MATERIAL DE REPRODUCCIÓN","BIEN",2121,"2121000020--COLORES RETOQUE","$150,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","02-09-2022","10-10-2022","31-10-2022","PROYECTO"
114280,"ALCALDÍA MIGUEL HIDALGO","CDMX02CD11PAAAPS148","102CD11251115E13715O22033211100","SERVICIO PARA LA REALIZACIÓN DEL PROGRAMA DE PROTECCIÓN CIVIL PARA LOS CENTROS DE DESARROLLO INFANTIL","SERVICIO",3321,"3321000004--DISEÑO Y ELABORACIÓN DE CONSTANCIAS DE SEGURIDAD ESTRUCTURAL DE BIENES INMUEBLES","$1,500,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
116310,"SECRETARÍA DE LA CONTRALORÍA GENERAL","CDMX13C001PAAAPS41","113C001134137O00611112022111100; 113C001393001O00111112022111100; 113C001393037P00311112022111100","AGUA PURIFICADA EN GARRAFÓN DE 20 LITROS","BIEN",2211,"2211000020--AGUA PURIFICADA","$94,574.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","15-02-2022","01-03-2022","31-12-2022","PROYECTO"
114275,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS27","110PDRT356052E08814122037211100","PASAJES PARA PERSONAL OPERATIVO DEL ORGANISMO","SERVICIO",3721,"3721000004--PASAJES TERRESTRES NACIONALES","$10,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-11-2022","01-11-2022","31-12-2022","PROYECTO"
114281,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS28","110PDRT356052E08814122037111100","PASAJES PARA PERSONAL OPERATIVO DEL ORGANISMO","SERVICIO",3711,"3711000004--PASAJES AÉREOS NACIONALES","$10,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-11-2022","01-11-2022","31-12-2022","PROYECTO"
114267,"SECRETARÍA DE SEGURIDAD CIUDADANA","CDMX11C001PAAAPS7","111C001171248E05311112021211100","ADQUISICIÓN DE PAPEL PARA FOCOPIADORA,  LIMPIADOR PAR MÁQUINA OFFSET","BIEN",2121,"2121000062--PAPEL PARA FOTOCOPIADORA","$834,254.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-02-2022","01-03-2022","31-12-2022","PROYECTO"
115583,"METROBÚS","CDMX10PDMBPAAAPS31","110PDMB356052E04215O22021611100OPERATIVO","INSUMOS DE COMPRAS COVID.","SERVICIO",2161,"2161000064--KIT DE LIMPIEZA","$6,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-01-2022","01-02-2022","31-12-2022","PROYECTO"
116308,"FIDEICOMISO CENTRO HISTÓRICO","CDMX09PFCHPAAAPS74","109PFCH133073E00311112037221130","VIATICOS","SERVICIO",3722,,"$43,576.66","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-02-2022","31-12-2022","PROYECTO VIATICOS"
116314,"ÓRGANO REGULADOR DE TRANSPORTE","CDMX10PDORPAAAPS9","110PDOR222245K00414122024911100000000000","ADQUISICIÓN DE PINTURA PARA EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS CENTROS DE TRANSFERENCIA MODAL DEL ORGANISMO REGULADOR DE TRANSPORTE","BIEN",2491,"2491000086--PINTURAS PARA TRÁNSITO (REFLEJANTES)","$9,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-02-2022","01-03-2022","31-12-2022","PROYECTO"
114313,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS57","110C001356001O00111112035111100000000000; 110C001356264P04411112035111100000000000; 110C001356265E11211112035111100000000000; 110C001356266G01811112035111100000000000; 110C001356267F02411112035111100000000000; 110C001356268G01911112035111100000000000; 110C001356270P04511112035111100000000000","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPO CONTRA INCENDIOS","SERVICIO",3511,"3511000004--SERVICIO DE MANTENIMIENTO MENOR A INMUEBLES","$125,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","03-01-2022","10-01-2022","31-12-2022","PROYECTO"
116317,"SECRETARÍA DE SALUD","CDMX26C001PAAAPS91","126C001232020E01215O22035311100","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LOS EQUIPOS TELEFONÍA","SERVICIO INTEGRAL",3531,"3531000006--SERVICIOS DE MANTENIMIENTO PREVENTIVO, CORRECTIVO Y DE CONSERVACIÓN DE EQUIPO INFORMATICO","$4,000,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-02-2022","01-03-2022","31-12-2022","PROYECTO"
111167,"SERVICIOS METROPOLITANOS, S.A. DE C.V.","CDMX09PESMPAAAPS56","109PESM152104M00114122035811100","SERVICIO DE LIMPIEZA DE OFICINAS","SERVICIO",3581,"3581000008--SERVICIO DE LIMPIEZA DE OFICINAS","$225,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","01-01-2022","01-03-2022","PROYECTO"
116311,"ALCALDÍA COYOACÁN","CDMX02CD04PAAAPS35","102CD04263001O00115O22027111100","ADQUISICIÓN DE VESTUARIO Y UNIFORMES","BIEN",2711,"2711000108--CHALECO","$483,320.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-08-2022","01-08-2022","01-12-2022","PROYECTO"
114311,"METROBÚS","CDMX10PDMBPAAAPS15","110PDMB356052E04214122035211100operativo","MANTENIMIENTO DE EQUIPO DE RADIOCOMUNICACIÓN.","SERVICIO",3521,"3521000004--SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE MAQUINARIA Y EQUIPO","$440,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-03-2022","05-05-2022","31-12-2022","PROYECTO"
116318,"SECRETARÍA DE OBRAS Y SERVICIOS","CDMX07C001PAAAPS38","107C001221049K00611112024911100; 107C001356001O00111112024911100","ADQUISICIÓN DE ARTÍCULOS DE CONSTRUCCIÓN Y REPARACIÓN","BIEN",2491,"2491000120--BROCHA DE CERDA;2491000116--DISCO PARA ESMERIL CORTE DE ACERO;2491000172--PASTA PARA SOLDAR;2491000088--PINTURAS VINÍLICAS;2491000118--RODILLO PACHÓN PARA PINTAR","$22,700,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-04-2022","15-05-2022","31-12-2022","PROYECTO"
114296,"INSTITUTO DE LA JUVENTUD","CDMX08PDIJPAAAPS4","108PDIJ134001O00111112033111100","SISTEMA DE CONTABLE","SERVICIO",3311,"3311000002--SERVICIOS LEGALES, DE CONTABILIDAD, AUDITORIA Y RELACIONADOS","$30,000.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-07-2022","01-07-2022","31-12-2022","PROYECTO"
114290,"SECRETARÍA DE OBRAS Y SERVICIOS","CDMX07C001PAAAPS10","107C001211084E09315O12054222100A22NR0090","ADQUISICIÓN DE CARROCERÍAS Y REMOLQUES DESTINADOS A SERVICIOS PÚBLICOS Y LA OPERACIÓN DE PROGRAMAS PÚBLICOS","BIEN",5422,"5422000004--CAJA PARA TRACTOR (TRAILER)","$98,616,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-05-2022","01-06-2022","01-12-2022","PROYECTO"
114293,"UNIVERSIDAD DE LA SALUD","CDMX36CD01PAAAPS27","136CD01253238E15315O22033411100","CONTRATACIÓN DE PROTECCIÓN CIVIL PARA EL CAMPUS DE LA UNIVERSIDAD","SERVICIO",3341,"3341000004--SERVICIOS DE CAPACITACIÓN","$250,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114288,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS181","102CD07232001O00111122052112100PAAAPS195","EQUIPOS Y APARATOS AUDIOVISUALES","BIEN",5211,"5211000320--JUEGO DE BOCINAS CON SUBWOOFER","$1,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-06-2022","01-07-2022","31-12-2022","PROYECTO"
115586,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS73","110C001356001O00111112035911100000000000; 110C001356264P04411112035911100000000000; 110C001356265E11211112035911100000000000; 110C001356266G01811112035911100000000000; 110C001356267F02411112035911100000000000; 110C001356268G01911112035911100000000000; 110C001356270P04511112035911100000000000","SERVICIO DE PODA","SERVICIO",3591,"3591000002--FUMIGACIÓN","$300,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-06-2022","08-06-2022","29-06-2022","PROYECTO"
114297,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS56","102CD14124003P00111112021711100; 102CD14124004P00211112021711100; 102CD14124004P00215O32021711100; 102CD14171069E11815OB2021711100; 102CD14216089S13415OB2021711100; 102CD14231064S20515OB2021711100; 102CD14232001O00115O32021711100; 102CD14244050S12715OB2021711100; 102CD14262017S12615OB2021711100; 102CD14268032S12815OB2021711100; 102CD14268149E13415OB2021711100; 102CD14268244U02615OB2021711100; 102CD14268294P00411112021711100","MATERIALES Y ÚTILES DE ENSEÑANZA","BIEN",2171,"2171000002--ÁBACO;2171000088--ACUARELA DIDÁCTICA;2171000010--ANILINAS;2171000012--CAJA DE LETRAS (MATERIAL DIDÁCTICO);2171000086--CRAYOLA PARA USO DIDÁCTICO;2171000032--LIBROS;2171000040--MATERIAL DIDÁCTICO Y PEDAGÓGICO;2171000080--VELADORAS CON VASO DE VIDRIO","$15,272,788.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","04-01-2022","04-01-2022","30-12-2022","PROYECTO"
114287,"INSTITUTO DE VIVIENDA","CDMX03PDIVPAAAPS67","103PDIV134001O00114122033411100","SERVICIO DE CAPACITACION EN MATERIA DE GESTION INTEGRAL DE PROTECCION CIVIL PARA EL PERSONAL DEL INVI EN CUMPLIMIENTO CON LO ESTABLECIDO EN EL CONTRATO COLECTIVO DE TRABAJO CELEBRADO CON EL ASTINVI","SERVICIO",3341,"3341000004--SERVICIOS DE CAPACITACIÓN","$300,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-09-2022","01-10-2022","31-12-2022","PROYECTO"
111170,"SERVICIOS METROPOLITANOS, S.A. DE C.V.","CDMX09PESMPAAAPS57","109PESM152104M00114122035811100","SERVICIO DE LIMPIEZA DE OFICINAS","SERVICIO",3581,"3581000008--SERVICIO DE LIMPIEZA DE OFICINAS","$225,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-03-2022","01-04-2022","01-06-2022","PROYECTO"
115566,"ALCALDÍA XOCHIMILCO","CDMX02CD16PAAAPS131","102CD16232001O00111112035911100","SERVICIOS DE JARDINERÍA Y FUMIGACIÓN.","SERVICIO",3591,"3591000002--FUMIGACIÓN","$342,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-02-2022","31-12-2022","PROYECTO"
114294,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS30","110PDRT356052E08814122029911100","ADQUISICIÓN DE REFACCIONES COMPLEMENTARIAS PARA LOS AUTOBUSES DEL ORGANISMO","BIEN",2991,"2991000002--AGUJA CAMBIO VIA DE FERROCARRIL","$42,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-10-2022","01-10-2022","31-12-2022","PROYECTO"
116319,"FIDEICOMISO CENTRO HISTÓRICO","CDMX09PFCHPAAAPS76","109PFCH133073E00311112037221130","VIATICOS","SERVICIO",3722,,"$43,576.66","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-02-2022","31-12-2022","PROYECTO VIATICOS"
114291,"FIDEICOMISO CENTRO HISTÓRICO","CDMX09PFCHPAAAPS43","109PFCH133073E00311112038311130","SERVICIOS PROFESIONALES","SERVICIO",3831,"3831000002--CONGRESOS Y CONVENCIONES","$232,995.76","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","01-02-2022","31-12-2022","PROYECTO"
113289,"ALCALDÍA TLÁHUAC","CDMX02CD13PAAAPS105","102CD13232001O00115O32029812100","REFACCIONES Y ACCESORIO MENORES DE MAQUINARIA Y OTROS EQUIPOS","BIEN",2981,"2981000146--AMORTIGUADOR TACÓN","$500,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-03-2022","01-03-2022","31-12-2022","PROYECTO"
